Product Desc,Qty,Total Cost,Total Cost %,Total Profit,Total Profit %,Branch,Service Type,Category,Section,RevenueFixed,ProfitMargin
TOFFEENUT FRAP SMALL,12.0,714.89,23.46,2332.31,76.54,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,3047.2,0.7653944604883172
VANILLA CREAM FRAPP LARGE,29.0,1763.53,19.95,7077.76,80.05,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,8841.29,0.8005347635921907
VANILLA CREAM FRAPP MEDIUM,109.0,6377.66,22.31,22210.45,77.69,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,28588.11,0.7769121498413152
VANILLA CREAM FRAPP SMALL,111.0,4849.06,19.96,19448.51,80.04,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,24297.57,0.8004302487861954
VANILLA FRAP SMALL,83.0,4400.42,22.75,14939.55,77.25,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,19339.97,0.772470174462525
VANILLA FRAPP LARGE,13.0,887.66,22.41,3073.72,77.59,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,3961.3799999999997,0.7759215222977851
VANILLA FRAPP MEDIUM,98.0,6466.13,24.99,19411.83,75.01,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,25877.960000000003,0.7501298402192444
WHITE MOCHA CREAM FRAPP LARGE,23.0,1367.17,19.52,5635.33,80.48,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,7002.5,0.8047597286683327
WHITE MOCHA CREAM FRAPP MEDIUM,48.0,2742.77,21.58,9968.34,78.42,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,12711.11,0.7842226209984808
WHITE MOCHA CREAM FRAPP SMALL,33.0,1411.48,19.35,5881.76,80.65,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,7293.24,0.8064673588144639
WHITE MOCHA FRAPP LARGE,119.0,7962.56,21.84,28496.03,78.16,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,36458.59,0.7815998918224759
WHITE MOCHA FRAPP MEDIUM,300.0,19383.42,24.36,60200.73,75.64,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,79584.15,0.7564412009175194
WHITE MOCHA FRAPP SMALL,210.0,10941.86,22.83,36987.96,77.17,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,47929.82,0.7717108055068849
Total By Division:,65488.5,1783592.96,22.63,6098306.87,77.37,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,7881899.83,0.7737102730979518
APPLE JUICE,80.0,5237.23,39.0,8192.2,61.0,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,13429.43,0.610018444565406
LEMON JUICE,143.0,10605.69,43.95,13523.59,56.05,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,24129.28,0.5604638845419342
MAWARDI JUICE,68.0,4451.64,38.77,7029.44,61.23,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,11481.08,0.6122629578402031
ORANGE JUICE,364.0,23829.38,38.84,37517.32,61.16,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,61346.7,0.6115621541174994
POMEGRANATE JUICE,87.0,8360.35,57.24,6246.4,42.76,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,14606.75,0.42763790713197664
RIM SPARKLING WATER-250 ML,558.0,11748.2,32.24,24686.72,67.76,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,36434.92,0.6775565858248077
SAN BENEDETTO CLEMENTINE 330ML/24,220.0,9467.48,25.65,27448.59,74.35,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,36916.07,0.7435404147841306
SAN BENEDETTO GLASS 250ML/24,1523.0,62095.2,30.03,144682.7,69.97,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,206777.90000000002,0.6997009835190318
SAN BENEDETTO LEMON 330ML/24,173.0,7444.88,25.61,21622.84,74.39,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,29067.72,0.7438780888215518
WATER,12540.0,57476.05,12.29,410324.84,87.71,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,467800.89,0.8771356548723112
Total By Division:,15756.0,200716.09,22.25,701274.64,77.75,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,901990.73,0.7774743316929654
ADD BOMBAY CHAI TEA BAG,6.0,130.18,65.09,69.82,34.91,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,200.0,0.34909999999999997
ADD EARL GREY LAVENDER  BAG,10.0,176.29,50.26,174.46,49.74,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,350.75,0.49739130434782614
ADD ENGLISH BREAKFAST TEA BAG,6.0,105.77,48.65,111.64,51.35,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,217.41,0.5134998390138448
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,10.0,176.29,52.89,157.05,47.11,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,333.34000000000003,0.4711405771884562
ADD GREEN TEA BAG,6.0,105.77,52.89,94.23,47.11,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,200.0,0.47115
ADD LEMONGRASS&ORANGE TEA BAG,1.0,17.63,41.93,24.41,58.07,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,42.04,0.5806374881065652
ADD MEDITERRANEAN CARAMEL TEA BAG,1.0,17.63,52.89,15.7,47.11,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,33.33,0.47104710471047107
ADD SOUTHERN MINT HERBAL TEA BAG,9.0,162.06,54.02,137.94,45.98,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,300.0,0.4598
ADD SWEET GINGER PEACH BLACK  TEA BAG,13.0,229.17,50.84,221.58,49.16,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,450.75,0.49158069883527455
AMERICANO LARGE,208.0,11685.59,21.22,43378.33,78.78,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,55063.92,0.7877813639130669
AMERICANO MEDIUM,528.0,24283.21,19.9,97726.39,80.1,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,122009.6,0.8009729562263953
AMERICANO SMALL,714.0,24909.93,17.95,113878.48,82.05,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,138788.41,0.8205186585825142
BLACK COFFEE LARGE,74.0,5769.51,33.67,11367.13,66.33,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,17136.64,0.663323148528533
BLACK COFFEE MEDIUM,259.0,16732.34,31.81,35867.66,68.19,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,52600.0,0.6818946768060837
BLACK COFFEE SMALL,731.0,37841.49,31.7,81522.92,68.3,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,119364.41,0.6829751012047895
BOMBAY CHAI BLACK TEA MEDIUM,40.0,1644.26,28.19,4189.08,71.81,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,5833.34,0.7181271792832237
CAPPUCCINO LARGE,163.0,10870.86,23.83,34753.04,76.17,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,45623.9,0.7617288307224941
CAPPUCCINO MEDIUM,599.0,26562.8,18.71,115406.46,81.29,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,141969.26,0.8128975244359237
CAPPUCCINO SMALL,611.0,19236.85,15.45,105312.59,84.55,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,124549.44,0.8455484825945423
CARAMEL MACCHIATO LARGE,86.0,7005.45,25.89,20054.22,74.11,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,27059.670000000002,0.7411110335048432
CARAMEL MACHIATO MEDIUM,734.0,46160.41,23.6,149404.08,76.4,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,195564.49,0.763963232793438
CARAMEL MACHIATO SMALL,718.0,31402.72,19.23,131868.95,80.77,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,163271.67,0.8076658369452582
CLASSIC HOT CHOC LARGE,11.0,907.18,26.27,2545.94,73.73,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,3453.12,0.737286859419887
CLASSIC HOT CHOC MEDIUM,80.0,5187.91,24.43,16050.38,75.57,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,21238.29,0.7557284508310226
CLASSIC HOT CHOC SMALL,83.0,4145.15,22.73,14088.35,77.27,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,18233.5,0.7726629555488524
DOUBLE ESPRESSO,2723.0,57147.21,13.0,382339.88,87.0,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,439487.09,0.8699683988442072
DOUBLE ESPRESSO MAC,28.0,775.58,14.83,4455.77,85.17,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,5231.35,0.8517438137383276
DOUBLE LONGO,105.0,2965.45,15.42,16267.7,84.58,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,19233.15,0.8458156880178234
EARL GREY LAVENDER TEA MEDIUM,59.0,2185.25,24.07,6893.42,75.93,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,9078.67,0.7592984434944766
ENGLISH BREAKFAST TEA MEDIUM,146.0,5407.58,26.39,15083.71,73.61,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,20491.29,0.7361034859201152
ESPRESSO,2863.0,33771.02,7.82,397890.2,92.18,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,431661.22000000003,0.9217649896833446
FLAT WHITE,1866.0,69020.47,27.9,178398.59,72.1,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,247419.06,0.7210381851745779
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,56.0,2074.14,25.86,5946.88,74.14,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,8021.02,0.7414119401273155
HOT DOUBLE SHOT LARGE,35.0,3295.61,27.3,8776.76,72.7,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,12072.37,0.7270121773935027
HOT DOUBLE SHOT MEDIUM,154.0,11449.34,27.24,30577.08,72.76,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,42026.42,0.7275680393428706
HOT DOUBLE SHOT SMALL,272.0,14678.46,25.9,41992.68,74.1,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,56671.14,0.7409887995900559
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,3.0,277.82,30.06,646.51,69.94,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,924.3299999999999,0.6994363484902578
HOT DOUBLE SHOT TOFFEE NUT SMALL,2.0,120.05,22.71,408.47,77.29,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,528.52,0.7728562779081208
HOUSE BLEND BEANS 250G,44.12,10860.27,47.88,11820.82,52.12,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,22681.09,0.5211751287085409
LATTE LARGE,558.0,37214.37,24.13,116994.52,75.87,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,154208.89,0.7586755860832666
LATTE MEDIUM,2502.0,127746.47,22.04,451839.1,77.96,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,579585.57,0.7795899749540004
LATTE SMALL,1913.0,66649.8,17.87,306391.01,82.13,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,373040.81,0.8213337570224556
LEMONGRASS&ORANGE TEA MEDIUM,11.0,407.42,26.92,1106.09,73.08,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,1513.51,0.7308111608116232
MATCHA LATTE LARGE,79.0,7545.4,34.06,14610.99,65.94,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,22156.39,0.6594481321189959
MATCHA LATTE MEDIUM,375.0,29785.97,33.74,58493.68,66.26,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,88279.65,0.6625952866827179
MATCHA LATTE SMALL,246.0,15440.06,32.42,32178.18,67.58,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,47618.24,0.6757532407749636
MEDITERRANEAN CARAMEL TEA MEDIUM,15.0,555.57,22.06,1962.44,77.94,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,2518.01,0.7793614798988089
MOCHA  LARGE,48.0,4576.18,31.4,9998.44,68.6,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,14574.62,0.6860171997623266
MOCHA MEDIUM,254.0,18988.13,27.93,48994.07,72.07,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,67982.2,0.7206896805340222
MOCHA SMALL,248.0,13291.08,23.91,42288.28,76.09,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,55579.36,0.7608630254108719
ORGANIC GREEN TEA MEDIUM,78.0,2888.98,26.17,8151.56,73.83,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,11040.54,0.7383298280700038
SALTED CARAMEL LATTE LARGE,18.0,1752.75,28.56,4385.39,71.44,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,6138.14,0.714449328298149
SALTED CARAMEL LATTE MEDIUM,147.0,11011.56,26.8,30079.49,73.2,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,41091.05,0.7320204764784546
SALTED CARAMEL LATTE SMALL,107.0,5549.0,21.97,19707.61,78.03,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,25256.61,0.7802951385795639
SIGNATURE HOT CHOCOLATE LARGE,84.0,8525.48,32.14,18002.45,67.86,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,26527.93,0.6786224933494622
SIGNATURE HOT CHOCOLATE MEDIUM,380.0,32252.35,31.22,71065.13,68.78,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,103317.48000000001,0.6878325913485307
SIGNATURE HOT CHOCOLATE SMALL,516.0,34919.18,30.78,78539.65,69.22,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,113458.82999999999,0.6922303887674499
SINGLE ESPRESSO MACC,24.0,444.2,11.58,3391.41,88.42,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,3835.6099999999997,0.8841905198912299
SINGLE LONGO,43.0,804.98,10.95,6547.69,89.05,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,7352.67,0.8905186823290042
SOUTHERN MINT HERBAL TEA MEDIUM,52.0,1945.63,24.66,5945.06,75.34,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,7890.6900000000005,0.7534271400853411
SPANISH LATTE MEDIUM,473.0,33853.2,23.62,109493.67,76.38,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,143346.87,0.7638371873763271
SPANISH LATTE SMALL,627.0,31727.11,21.83,113605.2,78.17,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,145332.31,0.7816926600836387
STEAMED MILK LARGE,1.0,43.47,21.73,156.53,78.27,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,200.0,0.78265
STEAMED MILK MEDIUM,11.0,403.62,21.56,1468.9,78.44,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,1872.52,0.7844509003909171
STEAMED MILK SMALL,33.0,968.09,27.55,2546.38,72.45,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,3514.4700000000003,0.7245416805378905
SWEET GINGER PEACH BLACK TEA MEDIUM,59.0,2185.25,25.17,6497.93,74.83,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,8683.18,0.7483352873025781
TOFFEE NUT LATTE LARGE,37.0,3784.49,29.39,9090.28,70.61,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,12874.77,0.7060537780480739
TOFFEE NUT LATTE MEDIUM,297.0,24253.25,30.06,56433.96,69.94,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,80687.20999999999,0.6994164254780901
TOFFEE NUT LATTE SMALL,275.0,16625.22,25.64,48204.21,74.36,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,64829.43,0.7435544319917667
TRIPLE ESPRESSO,175.0,6493.01,90.05,717.62,9.95,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,7210.63,0.0995225105157247
WHITE MOCHA LARGE,261.0,21961.82,27.15,58940.55,72.85,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,80902.37,0.7285392257359087
WHITE MOCHA MEDIUM,1610.0,106843.21,25.36,314392.72,74.64,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,421235.93,0.7463577952621467
WHITE MOCHA SMALL,2326.0,111640.93,25.78,321399.74,74.22,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,433040.67,0.742192967695159
YIRGACHEFFE BEANS 250G,22.0,6563.33,47.08,7376.61,52.92,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,13939.939999999999,0.5291708572633742
Total By Division:,27962.12,1279135.29,22.28,4460915.84,77.72,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,5740051.13,0.7771561156808023
Total By Category:,109206.6,3263444.34,22.47,11260497.35,77.53,Stories - Bir Hasan,TAKE AWAY,BEVERAGES,22-Jan-26,14523941.69,0.7753058770370208
CHOCOLATE ROLL LARGE,326.0,19132.31,22.99,64088.41,77.01,Stories - Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,83220.72,0.7701016045042629
CLASSIC CINNAMON ROLL LARGE,1920.0,96533.7,17.68,449564.2,82.32,Stories - Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,546097.9,0.8232300472131462
EXTRA CREAM CHEESE FROSTING MIX,18.0,177.62,30.47,405.26,69.53,Stories - Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,582.88,0.6952717540488608
LOTUS ROLL,66.0,4029.36,16.62,20207.57,83.38,Stories - Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,24236.93,0.833751221792529
RED CINNAMON ROLL,107.0,5922.41,16.01,31078.49,83.99,Stories - Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,37000.9,0.8399387582464211
Total By Division:,2437.0,125795.4,18.2,565343.94,81.8,Stories - Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,691139.34,0.8179883668610153
APRICOT SABLE,67.0,5996.5,37.48,10003.23,62.52,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,15999.73,0.6252124254596796
BLUEBERRY CHEESE CAKE,223.0,54952.4,67.98,25882.13,32.02,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,80834.53,0.3201865588876437
BLUEBERRY MUFFIN,168.0,7423.84,21.57,26997.84,78.43,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,34421.68,0.7843266220591208
BROWNIES CAKE,751.0,49290.63,41.08,70707.87,58.92,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,119998.5,0.5892396154951937
CARROT CAKE,167.0,16540.79,33.97,32147.32,66.03,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,48688.11,0.6602704438516919
CHOCOLATE SABLE,222.0,26492.0,50.02,26467.82,49.98,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,52959.82,0.49977171372561313
DOUBLE CHOCOLATE MUFFIN,267.0,12538.07,22.94,42128.42,77.06,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,54666.49,0.7706443197651798
FRAMBOISE CHEESE CAKE,130.0,31530.85,66.81,15662.84,33.19,Stories - Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,47193.69,0.3318841989257462
LAZY CAKE,533.0,79505.83,46.62,91036.09,53.38,Stories - Bir Hasan,TAKE AWAY,FOOD,22-Jan-26,170541.91999999998,0.5338047677661891
LOTUS CHEESE CAKE,155.0,37374.25,66.16,19114.04,33.84,Stories - Bir Hasan,TAKE AWAY,FOOD,22-Jan-26,56488.29,0.33837172270571475
ORANGE CAKE,84.0,5118.51,20.1,20351.49,79.9,Stories - Bir Hasan,TAKE AWAY,FOOD,22-Jan-26,25470.0,0.799037691401649
RED VELVET CAKE,132.0,19690.0,48.84,20621.41,51.16,Stories - Bir Hasan,TAKE AWAY,FOOD,22-Jan-26,40311.41,0.5115526844632822
RED VELVET MUFFIN_,33.0,1290.01,19.27,5403.21,80.73,Stories - Bir Hasan,TAKE AWAY,FOOD,22-Jan-26,6693.22,0.8072661588891445
Total By Division:,2932.0,347743.69,46.1,406523.7,53.9,Stories - Bir Hasan,TAKE AWAY,FOOD,22-Jan-26,754267.39,0.5389649683781238
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,508.0,45466.0,27.57,119461.03,72.43,Stories - Bir Hasan,TAKE AWAY,FOOD,COOKIES,164927.03,0.7243265703626628
NY STYLE COOKIE - DOUBLE CHOCOLATE,137.0,12261.5,28.09,31382.04,71.91,Stories - Bir Hasan,TAKE AWAY,FOOD,COOKIES,43643.54,0.7190534956605261
Total By Division:,645.0,57727.5,27.68,150843.07,72.32,Stories - Bir Hasan,TAKE AWAY,FOOD,COOKIES,208570.57,0.7232231757337576
CHEESE CROISSANT,694.0,57972.13,39.92,87245.71,60.08,Stories - Bir Hasan,TAKE AWAY,FOOD,CROISSANT,145217.84,0.6007919550380312
CHOCOLATE CROISSANT,492.0,41098.4,39.13,63928.51,60.87,Stories - Bir Hasan,TAKE AWAY,FOOD,CROISSANT,105026.91,0.6086869546100138
PLAIN CROISSANT,112.0,8159.54,38.18,13210.37,61.82,Stories - Bir Hasan,TAKE AWAY,FOOD,CROISSANT,21369.91,0.6181762113176893
THYME CROISSANT,235.0,18228.17,40.03,27310.57,59.97,Stories - Bir Hasan,TAKE AWAY,FOOD,CROISSANT,45538.74,0.5997216875126541
Total By Division:,1533.0,125458.24,39.56,191695.16,60.44,Stories - Bir Hasan,TAKE AWAY,FOOD,CROISSANT,317153.4,0.6044241051806476
CHOCOLATE SALTED CAKE,158.0,22625.6,44.88,27784.61,55.12,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,50410.21,0.5511702887173056
CHRISTMAS ORIGINAL ECLAIR,117.0,22339.2,76.98,6682.06,23.02,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,29021.260000000002,0.2302470671500824
CHRISTMAS PISTACHIO ECLAIR,3.0,572.8,52.98,508.28,47.02,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,1081.08,0.4701594701594702
ECLAIR CARAMEL,136.0,17852.27,52.58,16100.08,47.42,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,33952.35,0.47419633692513186
ECLAIR CHOCOLAT,203.0,26647.13,52.3,24302.33,47.7,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,50949.46000000001,0.47698896121764583
ECLAIR COFFEE,17.0,2231.53,48.28,2390.09,51.72,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,4621.620000000001,0.5171541580657864
ECLAIR ORIGINAL,240.0,31504.0,51.77,29350.87,48.23,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,60854.869999999995,0.48230930408692024
FONDANT AU CHOCOLAT,225.0,46987.5,59.35,32179.17,40.65,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,79166.67,0.406473709201107
MACARONS,264.0,38710.54,54.58,32217.39,45.42,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,70927.93,0.45422712886164873
Total By Division:,1363.0,209470.57,54.98,171514.86,45.02,Stories - Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,380985.43,0.45018745205033167
ARABESCHI COCCO SNAK,2.0,91.31,48.03,98.78,51.97,Stories - Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,190.09,0.5196485875111789
BLUEBERRIES,469.0,13991.83,41.65,19600.78,58.35,Stories - Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,33592.61,0.5834848795613082
BLUEBERRIES COMBO,4381.0,130699.83,0.0,-130699.83,100.0,Stories - Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,0.0,
BLUEBERRY YOGHURT COMBO MEDIUM,463.0,39294.99,20.48,152528.29,79.52,Stories - Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,191823.28,0.7951500464385762
BLUEBERRY YOGHURT COMBO SMALL,1012.8,65419.32,19.43,271232.6,80.57,Stories - Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,336651.92,0.8056766763724383
BLUEBERRY YOGHURT COMBO X-LARGE,73.5,10103.31,24.35,31388.02,75.65,Stories - Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,41491.33,0.7564958751623532
BLUEBERRY YOGHURT ,20.5,1739.84,23.82,5564.21,76.18,Stories - Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,7304.05,0.7617979066408362
BLUEBERRY YOGHURT SMALL,65.5,4230.81,20.11,16803.15,79.89,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,21033.960000000003,0.7988581322775169
BLUEBERRY YOGHURT X-LARGE,1.0,137.46,27.74,358.04,72.26,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,495.5,0.7225832492431887
BROWNIES,107.0,1976.59,27.41,5234.34,72.59,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,7210.93,0.7258897257357927
BROWNIES COMBO,2183.0,40326.12,0.0,-40326.12,100.0,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,0.0,
CHOCOLATE CHIPS,332.0,2961.5,12.53,20677.96,87.47,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,23639.46,0.8747221806251073
CHOCOLATE CHIPS COMBO,2642.0,23567.08,0.0,-23567.08,100.0,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,0.0,
CHOCOLATE CRUNCH,1068.0,50747.48,45.09,61793.96,54.91,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,112541.44,0.5490773887378729
CHOCOLATE QUELLA,376.5,12436.63,31.55,26981.45,68.45,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,39418.08,0.6844942726789331
CHOCOLATE QUELLA CRUNCH,142.0,8287.28,56.18,6463.23,43.82,Stories - Bir Hasan,TAKE AWAY,FOOD,MEDIUM,14750.51,0.43816993446328295
