Description,Qty,Total Amount,Group,Division,Branch
REPLACE SUGAR FREE ALMOND MEDIUM,218.0,29540.9,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
REPLACE ALMOND LARGE,197.0,29879.28,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
REPLACE COCONUT LARGE,226.0,23896.12,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
REPLACE LACTOSE FREE LARGE,635.0,0.0,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
REPLACE SKIMMED MILK LARGE,913.0,0.0,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
REPLACE SUGAR FREE ALMOND LARGE,86.0,14423.57,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
REPLACE SUGAR FREE OAT LARGE,60.0,9991.59,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
REPLACE SUGAR FREE SOYA LARGE,17.0,2870.12,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
ADD FULL FAT MILK,23.0,0.0,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
ADD SKIMMED MILK,4.0,0.0,REPLACE,HOT BAR SECTION,Stories - Bir Hasan
WATER,14487.0,544524.16,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
ORANGE JUICE,428.0,72347.0,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
LEMON JUICE,164.0,27747.9,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
MAWARDI JUICE,79.0,13323.42,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
APPLE JUICE,105.0,17692.49,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
POMEGRANATE JUICE,108.0,18200.15,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
SAN BENEDETTO CLEMENTINE 330ML/24,270.0,45398.05,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
SAN BENEDETTO GLASS 250ML/24,1743.0,237449.85,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
SAN BENEDETTO LEMON 330ML/24,199.0,33522.67,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
RIM SPARKLING WATER-250 ML,677.0,44543.64,SOFT DRINKS,COLD BAR SECTION,Stories - Bir Hasan
DOUBLE CHOCOLATE MUFFIN,345.0,71166.55,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
ORANGE CAKE,94.0,28590.0,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
RED VELVET CAKE,169.0,51721.02,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
BROWNIES CAKE,986.0,158524.63,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
LAZY CAKE,637.0,205562.19,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
BLUEBERRY CHEESE CAKE,257.0,93734.83,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
FRAMBOISE CHEESE CAKE,164.0,59987.09,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
LOTUS CHEESE CAKE,193.0,70940.54,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
CHOCOLATE MUFFIN,9.0,1800.36,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
CARROT CAKE,203.0,59086.22,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
BLUEBERRY MUFFIN,209.0,43128.59,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
APRICOT SABLE,71.0,16953.78,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
CHOCOLATE SABLE,262.0,62853.81,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
RED VELVET MUFFIN_,43.0,8801.32,COFFEE PASTRY,GRAB&GO BEVERAGES,Stories - Bir Hasan
CHEESE CROISSANT,851.0,179518.5,CROISSANT,COFFEE PASTRY,Stories - Bir Hasan
THYME CROISSANT,286.0,55614.41,CROISSANT,COFFEE PASTRY,Stories - Bir Hasan
PLAIN CROISSANT,138.0,26375.68,CROISSANT,COFFEE PASTRY,Stories - Bir Hasan
CHOCOLATE CROISSANT,677.0,146277.54,CROISSANT,COFFEE PASTRY,Stories - Bir Hasan
OLIVE CROISSANT,1.0,200.0,CROISSANT,COFFEE PASTRY,Stories - Bir Hasan
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,618.0,201045.95,COOKIES,CROISSANT,Stories - Bir Hasan
NY STYLE COOKIE - DOUBLE CHOCOLATE,182.0,58368.47,COOKIES,CROISSANT,Stories - Bir Hasan
FONDANT AU CHOCOLAT,284.0,100867.57,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
ECLAIR ORIGINAL,299.0,76690.9,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
ECLAIR CHOCOLAT,236.0,59727.3,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
CHRISTMAS ORIGINAL ECLAIR,150.0,37811.89,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
ECLAIR CARAMEL,158.0,39838.83,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
MACARONS,294.0,79169.37,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
CHOCOLATE SALTED CAKE,206.0,66242.91,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
ECLAIR COFFEE,19.0,5216.22,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
CHRISTMAS PISTACHIO ECLAIR,5.0,1837.84,FRENCH PASTRY,COOKIES,Stories - Bir Hasan
GUMMY BEARS COMBO,2912.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
GRANOLLA COMBO,2884.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
WAFER ROLL COMBO,2419.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
MARSHMALLOW COMBO,3840.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
BROWNIES COMBO,3269.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
LOTUS BISCUIT COMBO,2940.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE CHIPS COMBO,3494.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
OREO COMBO,2711.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
SPRINKLES COMBO,1836.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
MIXED NUTS COMBO,1173.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
OATS COMBO,308.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
STRAWBERRY COMBO,10165.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
PINEAPPLE COMBO,4537.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
MANGO COMBO,7535.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
HONEY COMBO,108.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRIES COMBO,5825.0,0.0,COMBO TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
GRANOLLA,154.0,10473.03,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
WAFER ROLL,99.0,6977.24,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
MARSHMALLOW,289.0,20012.79,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
BROWNIES,191.0,12911.29,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
LOTUS BISCUITS,185.0,12979.1,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
OREO,274.0,19181.62,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
SPRINKLES,129.0,9044.86,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
OATS,40.0,2743.12,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE CHIPS,443.0,32074.77,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
MIXED NUTS,64.0,4370.15,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
GUMMY BEARS,152.0,10670.21,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
STRAWBERRY,592.0,43572.07,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
PINEAPPLE,233.0,16137.54,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
MANGO,399.0,29660.0,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
HONEY,75.0,5355.68,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRIES,602.0,43408.83,TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
PISTACHIO CRUNCH,1140.0,120291.5,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE QUELLA CRUNCH,149.0,15500.84,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE CRUNCH,1372.0,146077.93,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
VARIEGATO WAFER,64.5,6759.1,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE QUELLA,527.5,55619.91,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CRUMBOLE RED BERRIES,59.0,6041.02,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CRUMBOLE PISTACHIO,81.0,8188.35,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
ARABESCHI COCCO SNAK,4.0,380.18,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
CRUMBLE LEMON,16.0,1629.43,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
VARIEGATO WAFER PISTACHIO,39.0,4342.34,LUXURY TOPPINGS,FRENCH PASTRY,Stories - Bir Hasan
ORIGINAL YOGHURT SMALL,340.0,109480.12,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
ORIGINAL YOGHURT MEDIUM,178.5,64137.27,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
ORIGINAL YOGHURT X-LARGE,4.5,2229.73,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
ORIGINAL YOGHURT COMBO SMALL,2858.1,991199.31,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
ORIGINAL YOGHURT COMBO MEDIUM,1436.5,600877.4,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
ORIGINAL YOGHURT COMBO X-LARGE,309.0,172412.84,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE YOGHURT SMALL,85.0,27048.09,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE YOGHURT MEDIUM,42.5,15257.39,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE YOGHURT X-LARGE,1.0,466.67,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE YOGHURT COMBO SMALL,948.6,321820.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE YOGHURT COMBO MEDIUM,435.0,179058.83,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
CHOCOLATE YOGHURT COMBO X-LARGE,78.5,44457.39,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
OREO CREAM YOGHURT SMALL,1.0,330.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
OREO CREAM YOGHURT MEDIUM,0.5,165.17,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
MANGO YOGHURT SMALL,266.5,85722.6,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
MANGO YOGHURT COMBO SMALL,3339.25,1113476.88,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
MANGO YOGHURT MEDIUM,90.0,32253.15,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
MANGO YOGHURT COMBO MEDIUM,1729.7,717999.4,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
MANGO YOGHURT X-LARGE,8.0,3906.31,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
MANGO YOGHURT COMBO X-LARGE,293.1,162980.1,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
PISTACHIO YOGHURT SMALL,6.0,2490.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
PISTACHIO YOGHURT COMBO SMALL,37.0,14218.33,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
PISTACHIO YOGHURT COMBO MEDIUM,9.5,4760.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
PISTACHIO YOGHURT COMBO X-LARGE,2.5,1693.33,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS YOGHURT SMALL,24.0,7696.59,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS YOGHURT MEDIUM,18.5,6523.33,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS YOGHURT COMBO SMALL,475.0,147658.2,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS YOGHURT COMBO MEDIUM,241.0,98694.65,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS YOGHURT COMBO X-LARGE,42.5,23935.98,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
POMEGRANATE YOGHURT SMALL,21.5,6800.63,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
POMEGRANATE YOGHURT COMBO SMALL,215.75,67476.67,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
POMEGRANATE YOGHURT COMBO MEDIUM,87.0,34925.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
POMEGRANATE YOGHURT MEDIUM,2.5,866.67,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
POMEGRANATE YOGHURT COMBO X-LARGE,13.5,7113.33,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP MANGO,180.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP CHOCOLATE,127.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP OREO,3.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP POMEGRANATE,6.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP SPECULOSE LOTUS,23.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP ORIGINAL YOUGHURT,207.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRY YOGHURT SMALL,95.5,30848.21,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRY YOGHURT COMBO SMALL,1332.8,445925.35,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRY YOGHURT MEDIUM,34.5,12414.26,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRY YOGHURT COMBO MEDIUM,684.1,286197.39,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRY YOGHURT X-LARGE,3.5,1734.23,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
BLUEBERRY YOGHURT COMBO X-LARGE,120.0,68218.65,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP BLUEBERRY,75.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP PISTACHIO,11.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS SPREAD YOGHURT COMBO MEDIUM,153.0,63692.19,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS SPREAD YOGHURT COMBO SMALL,351.5,112378.38,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS SPREAD YOGHURT COMBO X-LARGE,47.5,26214.71,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS SPREAD YOGHURT MEDIUM,4.0,1453.45,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS SPREAD YOGHURT SMALL,23.0,7477.48,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
LOTUS SPREAD YOGHURT X-LARGE,1.0,495.5,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP LOTUS SPREAD,71.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
RICOTTA YOGHURT SMALL,7.0,2130.0,SPECIALTY YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
RICOTTA YOGHURT COMBO SMALL,11.5,3866.67,SPECIALTY YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
RICOTTA YOGHURT COMBO MEDIUM,3.0,1200.0,SPECIALTY YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
TASTING CUP RICOTTA,9.0,0.0,SPECIALTY YOGHURT,FRENCH PASTRY,Stories - Bir Hasan
KIBBEB B LABAN,42.0,26486.49,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
FREEKEH WITH CHICKEN,36.0,22891.89,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
LASAGNA,44.0,27747.75,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
ORIENTAL RICE,36.0,22765.77,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
SHAKRIYEH,24.0,15198.2,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
SHISH BARAK,38.0,23963.96,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
CHICKEN ALFREDO PASTA,54.0,34054.05,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
CHICKEN STROGANOFF,45.0,28378.38,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
KOUSA BE LABAN,4.0,2522.52,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
SPAGHETTI BOLOGNESE,14.0,8828.83,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
VEGETARIAN GRAPE LEAVES,93.0,58648.65,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
ROASTED CHICKEN,16.0,10090.09,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
NOUILLE,9.0,5801.8,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
BUTTER CHICKEN,23.0,14504.5,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
POTATO SOUFFLE,7.0,4414.41,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
Baked Falafel,1.0,630.63,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
B.B.Q CHICKEN,8.0,5045.05,PLAT DU JOUR,FROZEN YOGHURT,Stories - Bir Hasan
TUNA SUB,577.0,206452.82,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
VEGGIE SUB,1578.0,13406.61,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
TURKEY & CHEESE SUB,1272.5,478477.96,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
CHICKEN TERIAKI SUB,1.0,366.67,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN CHICKEN TERIAKI SUB,2.0,720.72,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN TUNA SUB,396.0,156116.4,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN TURKEY & CHEESE SUB,611.0,247360.48,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN VEGGIE SUB,2.0,800.0,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
PESTO HALLOUMI SUB,575.5,171438.38,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
LABNEH SUB,476.0,67393.87,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN LABNEH SUB,164.0,48182.7,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN PESTO HALLOUMI SUB,477.0,160888.59,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN CHICKEN CAESAR SANDWICH,148.0,72143.69,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
CHICKEN CAESAR SANDWICH,301.0,138651.71,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
PULLED BEEF CHIMICHURRI SANDWICH,20.0,8450.45,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
BROWN PULLED BEEF CHIMICHURRI SANDWICH,18.0,8108.11,SUB SANDWICHES,PLAT DE JOUR,Stories - Bir Hasan
CLASSIC CINNAMON ROLL LARGE,2400.0,680733.94,CINNAMONS,SANDWICHES,Stories - Bir Hasan
CHOCOLATE ROLL LARGE,400.0,99323.42,CINNAMONS,SANDWICHES,Stories - Bir Hasan
EXTRA CREAM CHEESE FROSTING MIX,23.0,748.95,CINNAMONS,SANDWICHES,Stories - Bir Hasan
RED CINNAMON ROLL,153.0,53253.15,CINNAMONS,SANDWICHES,Stories - Bir Hasan
LOTUS ROLL,80.0,29498.2,CINNAMONS,SANDWICHES,Stories - Bir Hasan
CARTON HANDLE BAG,1006.0,0.0,PACKAGING,CINNAMON ROLLS,Stories - Bir Hasan
SMALL DESSERT BOX(1PCS),151.0,0.0,PACKAGING,CINNAMON ROLLS,Stories - Bir Hasan
MEDIUM DESSERT BOX(2PCS),25.0,0.0,PACKAGING,CINNAMON ROLLS,Stories - Bir Hasan
LARGE DESSERT BOX(4PCS),30.0,0.0,PACKAGING,CINNAMON ROLLS,Stories - Bir Hasan
TUNA PASTA SALAD/NOT USED,1.0,513.33,NOT USED,CARTON,Stories - Bir Hasan
QUINOA SALAD/NOT USED,1.0,466.67,NOT USED,CARTON,Stories - Bir Hasan
CHOCOLATE PLUS,160.0,16913.57,NOT USED,CARTON,Stories - Bir Hasan
PRUNELLE THYME CROISSANT/NOT USED,5.0,1040.0,NOT USED,CARTON,Stories - Bir Hasan
PRUNELLE CHEESE CROISSANT/NOT USED,5.0,1000.0,NOT USED,CARTON,Stories - Bir Hasan
PRUNELLE CHOCOLATE CROISSANT/NOT USED,5.0,1020.0,NOT USED,CARTON,Stories - Bir Hasan
BROWN SALAMI & PEPPERONI SUB/NOT USED,2.0,840.0,NOT USED,CARTON,Stories - Bir Hasan
BROWN TRIO SUB,2.0,840.0,NOT USED,CARTON,Stories - Bir Hasan
ROCCA SALAD/NOT USED,1.0,333.33,NOT USED,CARTON,Stories - Bir Hasan
TIRAMISU ROLL/not used,10.0,3666.67,NOT USED,CARTON,Stories - Bir Hasan
ROCCA SALAD (GRAB&GO),25.0,9480.42,NOT USED,CARTON,Stories - Bir Hasan
STEVIA SUGAR SACHET/NOT USED,37.0,0.0,NOT USED,CARTON,Stories - Bir Hasan
POMEGRANATE CUP/NOT USED,98.0,19620.0,NOT USED,CARTON,Stories - Bir Hasan
MANGO CUP/NOT USED,1.0,366.67,NOT USED,CARTON,Stories - Bir Hasan
NY STYLE COOKIE -PISTACHIO,5.0,1700.0,NOT USED,CARTON,Stories - Bir Hasan
JOYCREAM FRUIT ROUGES,37.0,3830.0,NOT USED,CARTON,Stories - Bir Hasan
BROWN FILET STEAK SANDWICH,43.0,21253.6,NOT USED,CARTON,Stories - Bir Hasan
FILET STEAK SANDWICH,84.0,38956.58,NOT USED,CARTON,Stories - Bir Hasan
NY STYLE COOKIE/NOT USED,5.0,1666.67,NOT USED,CARTON,Stories - Bir Hasan
GRILLED VEGGIE SUB,15.0,466.67,NOT USED,CARTON,Stories - Bir Hasan
BROWN GRILLED VEGGIE SUB,2.0,1000.0,NOT USED,CARTON,Stories - Bir Hasan
FRIKEH LENTIL SALAD (GRAP&GO),37.0,17220.84,NOT USED,CARTON,Stories - Bir Hasan
LEBANESE SALAD (GRAB&GO),14.0,6533.33,NOT USED,CARTON,Stories - Bir Hasan
ADD STEAK,96.0,12297.9,NOT USED,CARTON,Stories - Bir Hasan
PISTACHIO COOKIES/NOT USED,2.0,533.33,NOT USED,CARTON,Stories - Bir Hasan
BROOKIES/NOT USED,3.0,853.33,NOT USED,CARTON,Stories - Bir Hasan
RASPBERRY COOKIES/NOT USED,5.0,1333.33,NOT USED,CARTON,Stories - Bir Hasan
NY STYLE COOKIE - RED PISTACHIO/NOT USED,15.0,5033.33,NOT USED,CARTON,Stories - Bir Hasan
STRAWBERRY BOBA/NOT USED,19.0,0.0,NOT USED,CARTON,Stories - Bir Hasan
GRANELLA DI BISCOTTO COMBO,50.0,0.0,NOT USED,CARTON,Stories - Bir Hasan
KROCCO MILK,1.0,100.0,NOT USED,CARTON,Stories - Bir Hasan
COOKIES & MILK,38.0,3920.09,NOT USED,CARTON,Stories - Bir Hasan
VALENTINE HOT CHOCOLATE/NOT USED,33.0,12173.33,NOT USED,CARTON,Stories - Bir Hasan
GRANELLA DI BISCOTTO,10.0,1000.0,NOT USED,CARTON,Stories - Bir Hasan
NUTELLA ROLL,287.0,107396.67,NOT USED,CARTON,Stories - Bir Hasan
ARABESCHI PISTACHIO CRYSTAL,4.0,400.0,NOT USED,CARTON,Stories - Bir Hasan
BROWN ASIAN CRAB SANDWICH,1.0,360.36,NOT USED,CARTON,Stories - Bir Hasan
ASIAN CRAB SANDWICH,8.0,2748.35,NOT USED,CARTON,Stories - Bir Hasan
ADD CRAB,3.0,400.0,NOT USED,CARTON,Stories - Bir Hasan
BROWN STEAK SANDWICH,2.0,1123.12,NOT USED,CARTON,Stories - Bir Hasan
STEAK SANDWICH,2.0,1009.01,NOT USED,CARTON,Stories - Bir Hasan
ACAI YOGHURT SMALL,9.0,5054.05,NOT USED,CARTON,Stories - Bir Hasan
ACAI YOGHURT COMBO SMALL,94.0,61087.09,NOT USED,CARTON,Stories - Bir Hasan
TASTING CUP ACAI,129.0,0.0,NOT USED,CARTON,Stories - Bir Hasan
CHICKEN WITH POTATO,24.0,15135.14,NOT USED,CARTON,Stories - Bir Hasan
NOODLES WITH VEGETABLES,7.0,4414.41,NOT USED,CARTON,Stories - Bir Hasan
BERRIES SNACKOLOSI,4.0,408.41,NOT USED,CARTON,Stories - Bir Hasan
ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,5.0,2252.25,NOT USED,CARTON,Stories - Bir Hasan
ORIGINAL SUGAR FREE YOGHURT COMBO X-LARGE,0.5,375.38,NOT USED,CARTON,Stories - Bir Hasan
ORIGINAL SUGAR FREE YOGHURT MEDIUM,1.0,495.5,NOT USED,CARTON,Stories - Bir Hasan
TASTING CUP ORIGINAL SUGAR FREE YOUGHURT,1.0,0.0,NOT USED,CARTON,Stories - Bir Hasan
CHINESE CHICKEN,9.0,5675.68,NOT USED,CARTON,Stories - Bir Hasan
OUZI,9.0,5675.68,NOT USED,CARTON,Stories - Bir Hasan
TURKISH KABAB,14.0,8828.83,NOT USED,CARTON,Stories - Bir Hasan
